company,sector,year,revenue_musd,gross_profit_musd,operating_income_musd,net_income_musd,ebitda_musd,cash_musd,current_assets_musd,current_liabilities_musd,total_assets_musd,total_liabilities_musd,equity_musd,total_debt_musd,interest_expense_musd,shares_outstanding_m,stock_price_usd,annual_dividend_per_share_usd,operating_cash_flow_musd,capex_musd
Wells Fargo,Media,2022,378894.72,99015.66,47786.58,52873.12,67423.59,33327.07,223557.3,144095.65,721556.89,493636.05,227920.84,178772.5,9282.65,9325,824.47,6.23,73897.2,26919.48
Wells Fargo,Media,2023,376409.27,98366.14,40997.5,50233.5,72670.52,35072.82,187314.73,145718.09,657183.05,556124.83,101058.22,247481.6,8288.17,9325,307.58,0,52215.46,32789.14
Wells Fargo,Media,2024,381718.81,99753.67,35249.19,54328.95,60720.97,42735.77,180759.2,93202.82,598235.77,421446.86,176788.91,160195.81,1829.16,9325,753.38,0,51514.5,7022.18
Wells Fargo,Media,2025,394964.31,103215.09,34476.85,50749.02,56945.8,48579.42,249809.46,99853.48,716346.12,555800.28,160545.84,302246.22,13725.03,9325,207.54,0,34541.22,4191.35
Morgan Stanley,Healthcare,2014,140451.0,73170.43,31457.4,34351.8,38820.75,21026.07,87531.04,47154.67,208564.41,153030.65,55533.76,114444.5,7732.87,2972,366.78,0,30430.3,16867.87
Morgan Stanley,Healthcare,2015,172080.69,89648.47,43154.73,45930.77,50889.46,52929.23,100020.61,44156.03,286199.64,211269.18,74930.46,53448.27,1380.15,2972,347.78,6.03,33393.93,10171.59
Morgan Stanley,Healthcare,2016,208709.51,108730.9,46214.53,47640.51,55835.72,51158.91,97239.81,88800.06,374999.21,267902.79,107096.43,137465.24,6775.25,2972,394.28,0,42230.91,4902.51
Morgan Stanley,Healthcare,2017,249145.79,129796.9,51492.53,64174.62,69792.31,35505.73,119070.74,49644.81,427356.46,270788.09,156568.37,100584.1,5407.61,2972,599.51,0,74480.24,6657.59
Morgan Stanley,Healthcare,2018,292057.43,152152.47,63031.54,61488.42,80991.04,30543.94,102880.32,109603.34,520688.65,344903.36,175785.29,171256.34,9803.12,2972,614.92,1.95,70207.27,21920.71
Morgan Stanley,Healthcare,2019,336623.73,175370.07,84258.06,70260.75,115098.35,42012.2,110647.36,81587.43,569984.92,435530.32,134454.6,130760.3,2100.02,2972,482.32,0,120317.3,40084.32
Morgan Stanley,Healthcare,2020,383328.84,199701.93,87912.74,104895.25,127931.38,27884.95,122575.23,111723.12,542567.74,364436.35,178131.39,99425.89,3009.71,2972,175.89,5.15,119115.86,29260.39
Morgan Stanley,Healthcare,2021,434706.44,226467.99,94067.56,120749.04,128151.4,61327.32,184206.59,97874.86,784948.71,585614.54,199334.17,244961.59,8072.17,2972,233.67,0.51,84810.89,36049.1
Morgan Stanley,Healthcare,2022,495788.0,258289.51,113629.17,123124.69,153311.8,40003.65,261484.95,108416.15,900521.53,642184.93,258336.6,380947.85,17882.1,2972,436.4,0,122597.56,48108.39
Morgan Stanley,Healthcare,2023,574006.86,299039.01,145417.62,160109.98,163289.97,94436.72,242364.75,116656.52,1027741.77,775891.17,251850.6,293098.58,3469.7,2972,903.66,0,197913.22,21826.17
Morgan Stanley,Healthcare,2024,678390.32,353419.41,149761.85,180956.29,180657.73,69088.78,290493.06,177923.33,1151771.02,893398.33,258372.69,594560.44,16489.44,2972,171.76,2.61,170927.69,58701.87
Morgan Stanley,Healthcare,2025,818037.58,426171.12,195707.75,187036.5,242359.61,182986.04,608915.57,313147.97,1510398.29,1142640.74,367757.55,720281.01,38323.23,2972,241.34,0,189014.56,8949.47
Visa,Luxury,2014,396713.0,135785.18,22719.4,18123.95,59715.15,33641.07,132629.34,78273.42,372457.78,237545.6,134912.19,107125.6,5507.03,13244,447.77,0,66722.35,54192.6
Visa,Luxury,2015,422300.57,144543.19,14647.71,20392.12,39080.74,26873.33,92963.44,69336.55,452723.12,299200.84,153522.28,85400.51,1569.77,13244,447.04,0,46228.94,7283.77
Visa,Luxury,2016,445009.93,152316.04,23891.08,29039.7,57205.31,59302.06,148420.58,83823.37,468248.68,254607.45,213641.23,91969.18,3147.61,13244,634.02,0,49500.21,59428.27
Visa,Luxury,2017,461550.19,157977.37,14578.15,30094.59,67975.79,14077.13,95834.24,87805.86,487990.83,312415.0,175575.83,213105.99,2845.73,13244,448.16,5.25,84468.51,36238.04
Visa,Luxury,2018,470079.78,160896.84,9401.6,22776.27,53015.6,47360.78,208104.21,91777.9,544557.11,355927.74,188629.37,191482.43,10182.43,13244,284.25,0,59607.87,23322.68
Visa,Luxury,2019,470745.27,161124.62,9414.91,25132.52,42881.94,40210.38,141008.73,127099.37,550318.42,361183.64,189134.78,240494.51,15490.4,13244,510.12,1.95,34523.94,28559.32
Visa,Luxury,2020,465747.64,159414.06,20510.27,28898.0,74077.35,78966.06,229157.47,57360.34,565922.61,373028.57,192894.04,119434.09,5903.41,13244,556.74,0,81291.17,39149.9
Visa,Luxury,2021,458894.83,157068.51,14368.76,22738.09,67296.84,15546.0,101199.15,68847.12,475248.39,279083.87,196164.52,191367.48,2238.35,13244,739.82,0,48581.33,56594.55
Visa,Luxury,2022,454727.31,155642.07,13365.16,26981.06,48923.08,71641.26,182129.79,92390.76,533555.88,318009.74,215546.14,159637.79,8688.4,13244,1743.32,0,55402.0,16615.77
Visa,Luxury,2023,457414.61,156561.86,24125.55,26724.94,65242.41,22934.62,188857.59,84557.52,486381.86,286541.06,199840.8,90372.17,4764.24,13244,145.16,0,39552.61,5388.24
Visa,Luxury,2024,469689.14,160763.14,22747.96,30734.1,73826.12,89902.51,188037.81,74296.29,476738.7,276069.23,200669.47,170523.31,2790.13,13244,210.68,0,65057.31,49623.44
Visa,Luxury,2025,492087.19,168429.44,21257.47,28178.5,37670.95,59874.27,144853.26,59590.62,561496.08,368242.63,193253.45,100611.79,3788.75,13244,976.79,0,29244.04,17261.2
Mastercard,Banking,2014,131831.0,43930.78,8683.46,12153.42,17558.26,14304.54,96273.37,41857.26,282140.82,167594.69,114546.13,121806.24,7921.13,6650,202.76,0,17356.72,13586.68
Mastercard,Banking,2015,150271.7,50075.88,7658.8,13962.31,22832.18,32873.88,85593.78,61124.89,348941.91,232013.9,116928.01,99477.76,6516.6,6650,223.21,0,23666.69,6675.32
Mastercard,Banking,2016,169566.35,56505.54,12447.1,15238.03,29665.41,47955.31,148393.05,81829.93,400822.4,256540.97,144281.42,110519.87,7285.6,6650,265.07,0.46,20943.01,8204.97
Mastercard,Banking,2017,188322.98,62755.92,15495.07,16413.82,34679.36,46594.4,150295.47,103541.11,444367.68,302696.13,141671.54,156896.17,10614.97,6650,155.9,0,23093.83,23602.34
Mastercard,Banking,2018,205385.78,68441.86,11798.73,16553.34,19110.71,44332.79,198333.22,55052.26,508337.02,356072.33,152264.68,103384.27,6221.5,6650,318.01,0,14097.33,28350.57
Mastercard,Banking,2019,220241.52,73392.32,12995.39,19338.58,21092.45,57369.08,138055.44,80119.14,541669.21,305892.6,235776.61,136185.14,2963.55,6650,214.56,2.45,25364.57,7498.18
Mastercard,Banking,2020,233334.16,77755.25,18239.43,21555.32,30124.11,38230.64,131552.99,71475.89,512994.07,336657.5,176336.57,124882.85,4995.39,6650,107.83,0,36954.09,7752.08
Mastercard,Banking,2021,246181.41,82036.41,12045.33,23257.75,38602.15,55703.22,175160.06,58226.27,556221.73,339785.01,216436.72,187104.34,9930.95,6650,344.19,1.39,37369.92,2557.27
Mastercard,Banking,2022,261220.67,87048.03,13463.96,22596.56,35661.24,115699.51,243954.18,141396.68,647680.33,431760.07,215920.26,278941.42,17700.65,6650,332.47,2.7,22976.44,3263.86
Mastercard,Banking,2023,281372.06,93763.19,22619.92,24604.98,36515.41,30961.0,174735.58,126619.13,681381.12,428411.57,252969.55,314783.9,4219.73,6650,253.58,0,25291.26,3758.95
Mastercard,Banking,2024,309382.6,103097.3,12539.22,25540.4,41394.72,42371.5,158052.64,76840.12,654096.65,370174.24,283922.4,102687.83,6272.87,6650,978.12,5.45,43131.13,4753.41
Mastercard,Banking,2025,347089.79,115662.68,17334.75,31857.43,43268.83,52799.01,168186.83,95738.34,747588.48,519215.04,228373.45,364780.64,15481.5,6650,105.14,0,41836.34,4458.39
Coca-Cola,Technology,2014,138237.0,69247.44,22188.15,22157.03,37420.98,28670.34,89547.61,12070.41,244492.89,61035.8,183457.09,21158.0,1383.9,15455,102.59,5.97,34408.46,12368.55
Coca-Cola,Technology,2015,163136.08,81720.21,28598.09,33338.4,38266.64,25518.71,85066.54,14906.55,339656.03,71182.57,268473.46,52234.12,3584.33,15455,105.91,0,45035.27,10990.48
Coca-Cola,Technology,2016,190580.52,95468.03,30953.74,31443.17,50275.8,27224.41,98044.06,27291.13,364189.16,84615.05,279574.11,39726.29,2246.27,15455,95.51,0,34660.37,15973.83
Coca-Cola,Technology,2017,219133.23,109771.01,36636.58,33796.91,56079.44,39471.8,114680.32,20394.67,436031.48,108163.65,327867.82,31973.23,2190.86,15455,118.65,0,36800.12,15492.66
Coca-Cola,Technology,2018,247423.72,123942.65,45048.46,52723.43,53984.51,37007.21,125336.46,26165.75,438367.14,107483.99,330883.16,62616.86,1365.69,15455,80.72,0,65867.17,34564.06
Coca-Cola,Technology,2019,274685.8,137599.12,46120.55,48175.7,73546.59,125075.51,233127.09,50260.13,598250.53,143896.07,454354.46,71754.19,4484.14,15455,88.31,4.4,65071.18,28263.38
Coca-Cola,Technology,2020,301287.69,150924.87,44629.56,63336.94,62630.29,52051.23,177359.22,49542.01,605404.91,140242.33,465162.58,94057.03,1754.59,15455,58.12,0,48238.68,18952.62
Coca-Cola,Technology,2021,329097.34,164855.64,52008.94,67079.77,84744.55,51642.07,234331.91,34502.62,594569.23,118119.97,476449.26,33290.95,1374.12,15455,266.09,4.16,85193.04,26036.23
Coca-Cola,Technology,2022,361528.64,181101.54,62395.57,65129.78,83488.37,77227.17,168202.72,22413.58,604249.97,139090.54,465159.43,65143.1,2582.84,15455,128.14,0,80844.9,32476.38
Coca-Cola,Technology,2023,403164.41,201958.26,76095.58,83268.07,113144.19,43435.24,186358.18,54418.8,733756.67,178438.27,555318.41,61023.83,2022.98,15455,274.09,0,79225.2,38523.28
Coca-Cola,Technology,2024,458947.65,229901.91,80789.43,81972.6,113241.79,35340.72,196319.13,61676.69,945939.85,233597.72,712342.13,165805.89,11016.35,15455,240.2,1.33,120692.04,9514.19
Coca-Cola,Technology,2025,533058.86,267026.65,90125.49,79766.54,110063.89,106356.33,342618.0,55156.6,942427.25,210480.72,731946.52,55974.69,2862.89,15455,64.66,0,91786.8,52760.61
PepsiCo,Healthcare,2014,171949.0,63447.35,9245.35,13619.95,20442.75,18194.73,45982.52,44730.61,191792.15,163608.31,28183.84,91921.66,3811.29,2672,289.5,2.66,15007.11,14631.44
PepsiCo,Healthcare,2015,197338.94,72815.97,9927.29,17397.7,29291.24,8069.31,44394.6,23878.64,196877.0,148130.76,48746.24,103744.13,6731.53,2672,311.68,0,24194.57,15872.95
PepsiCo,Healthcare,2016,224196.45,82726.1,20957.49,16419.34,35738.96,17036.52,56946.09,31175.91,250175.24,193066.02,57109.22,93383.23,6099.33,2672,394.01,2.88,38180.79,11906.58
PepsiCo,Healthcare,2017,250695.11,92503.83,12242.3,22766.2,31037.66,18105.58,116580.15,73814.02,292987.72,208707.59,84280.13,83538.32,4483.69,2672,479.28,0,32489.16,3904.39
PepsiCo,Healthcare,2018,275274.76,101573.46,19821.67,24958.6,45062.41,12168.48,61420.47,42771.8,308342.46,238866.54,69475.92,70710.25,3897.1,2672,341.94,0,55968.37,25849.89
PepsiCo,Healthcare,2019,297199.93,109663.61,27051.19,24945.56,43426.88,21410.79,97824.37,43679.61,287202.04,236507.77,50694.27,143687.95,1504.56,2672,418.78,5.03,40117.89,17336.44
PepsiCo,Healthcare,2020,317016.08,116975.56,18193.02,24737.69,32223.54,55201.48,125118.61,56859.65,345219.02,229734.32,115484.7,85222.29,2078.57,2672,236.84,0,37779.71,15928.47
PepsiCo,Healthcare,2021,336753.18,124258.34,21263.38,24845.45,33240.96,41308.28,88368.12,90840.2,374968.25,262805.54,112162.71,94382.6,5536.49,2672,135.94,1.73,40655.71,24429.28
PepsiCo,Healthcare,2022,359763.81,132749.02,27758.38,29713.62,44185.91,29920.22,99596.89,111263.64,380276.39,316494.0,63782.39,123056.45,2327.14,2672,958.05,0,52691.51,35417.14
PepsiCo,Healthcare,2023,390161.46,143965.43,34127.68,40129.45,58673.53,16848.51,130595.47,91470.25,398132.76,310323.73,87809.03,107907.18,4597.64,2672,376.27,0,70410.45,42873.63
PepsiCo,Healthcare,2024,431929.4,159377.35,26686.52,37219.27,41918.27,72532.3,182042.23,98626.92,440332.44,343757.92,96574.52,201898.47,12214.64,2672,389.24,0,33337.13,50684.28
PepsiCo,Healthcare,2025,487879.09,180022.19,30360.3,50360.3,48043.99,54881.62,158450.78,73962.51,457411.25,311821.11,145590.14,203973.16,7993.27,2672,1192.95,0,32902.27,14856.29
Pfizer,Industrial,2014,465105.0,161287.36,80126.7,62193.68,118046.03,51192.52,181183.15,75314.12,602293.63,301245.85,301047.79,177629.2,9037.01,17327,117.43,4.58,97681.0,55346.33
Pfizer,Industrial,2015,560517.13,194374.02,97365.53,79891.9,129602.34,134854.43,259525.4,103093.33,706193.57,321202.88,384990.69,118095.31,4839.27,17327,118.9,0,118923.04,37280.49
Pfizer,Industrial,2016,668697.28,231888.33,93874.65,121107.63,152302.16,136721.47,321337.09,109192.91,973756.01,506206.5,467549.51,222416.92,2259.42,17327,137.42,0,147136.06,41867.1
Pfizer,Industrial,2017,785184.0,272283.15,128690.87,140678.88,222561.78,40663.49,268491.38,81819.5,1032681.15,525865.49,506815.66,181136.07,2651.55,17327,80.38,0.96,134313.89,12358.69
Pfizer,Industrial,2018,905350.43,313954.01,136141.85,128221.27,173718.03,78256.63,212873.49,148398.01,1119187.63,543280.27,575907.36,339495.81,10715.03,17327,105.37,0,163979.24,71236.63
Pfizer,Industrial,2019,1026416.8,355936.95,162281.9,190533.16,203839.71,293020.12,626372.66,173236.29,1617700.94,921059.09,696641.85,361980.13,21525.69,17327,86.76,0,224188.81,130963.55
Pfizer,Industrial,2020,1149690.88,398685.48,201258.96,180811.87,269294.88,160911.27,528042.43,226786.63,1756405.63,918052.49,838353.13,518509.99,6390.02,17327,265.06,0,182777.84,14470.74
Pfizer,Industrial,2021,1282437.58,444718.88,204977.91,182718.65,278696.98,264978.9,830401.4,163710.81,2032861.54,927039.83,1105821.71,612919.81,36847.37,17327,358.3,0,195203.27,164139.22
Pfizer,Industrial,2022,1438688.4,498902.95,207461.81,275491.97,329401.47,189280.8,539492.52,225429.76,1902939.69,1058584.85,844354.84,658005.25,21539.01,17327,59.45,0,285797.87,174655.7
Pfizer,Industrial,2023,1638394.13,568156.15,276827.48,269141.84,327211.85,362701.24,691472.57,222407.76,1990302.13,1143703.44,846598.69,293653.6,10752.41,17327,332.33,0,300353.53,37176.34
Pfizer,Industrial,2024,1904633.92,660481.78,314724.22,349117.76,404514.3,179871.07,833131.4,322394.6,2456702.54,1221842.0,1234860.54,747483.73,29041.87,17327,720.29,0,411564.57,54029.05
Pfizer,Industrial,2025,2259101.25,783402.63,319030.22,337966.61,395831.31,248435.45,824649.26,379630.32,3070419.3,1442417.39,1628001.91,716745.53,42201.41,17327,251.02,0,246694.25,283142.85
Johnson & Johnson,Banking,2014,414731.0,188901.82,78884.07,85153.77,101970.27,43223.33,199299.85,189327.56,729131.2,552022.39,177108.81,315245.07,21293.63,7253,498.02,0,103161.64,40597.89
Johnson & Johnson,Banking,2015,446853.44,203532.96,95927.04,88478.89,129371.72,86982.16,194243.61,139589.12,841327.16,543395.79,297931.37,393128.54,21277.65,7253,523.92,0,118929.19,43116.3
Johnson & Johnson,Banking,2016,476613.68,217088.16,96221.0,91035.34,150533.14,76808.76,276535.48,109070.54,892045.16,541679.78,350365.39,189057.02,13097.64,7253,577.84,0,144053.29,23893.25
Johnson & Johnson,Banking,2017,500344.49,227897.08,103858.26,96126.31,131469.32,109851.08,350980.42,196956.01,937498.76,559623.02,377875.73,271399.28,6435.51,7253,415.8,0,84587.98,32467.66
Johnson & Johnson,Banking,2018,515792.62,234933.4,110072.4,94873.6,159168.21,85817.13,245457.46,176823.77,1040474.65,627758.77,412715.87,305398.88,19149.87,7253,805.9,1.24,143907.24,33212.96
Johnson & Johnson,Banking,2019,522808.8,238129.13,93713.7,108432.64,138295.43,76024.88,264960.1,174304.58,879376.96,623830.63,255546.32,249743.51,11648.91,7253,968.84,2.46,160631.2,12047.02
Johnson & Johnson,Banking,2020,523553.37,238468.27,90379.94,92047.96,133284.28,62835.58,293171.0,196511.8,1148920.06,817225.34,331694.72,607608.62,26567.91,7253,887.78,1.7,107847.53,72524.02
Johnson & Johnson,Banking,2021,522127.82,237818.96,107403.82,122172.68,150240.65,112361.5,328654.16,196619.77,1182485.63,724033.33,458452.3,408888.35,14007.42,7253,347.13,0,153307.33,42246.0
Johnson & Johnson,Banking,2022,523682.52,238527.09,89312.27,110752.18,142661.26,121765.78,260204.31,138172.11,1178999.04,885624.76,293374.28,516985.03,28986.86,7253,1301.77,0,116970.16,28596.45
Johnson & Johnson,Banking,2023,533188.09,242856.7,113511.45,94195.72,169484.81,152113.38,390686.97,170594.66,1065984.97,750426.68,315558.29,453245.46,30475.65,7253,1834.94,0,169674.41,55171.3
Johnson & Johnson,Banking,2024,554158.89,252408.48,105438.49,104166.71,133659.48,111759.1,251580.1,260413.84,1254724.41,937840.04,316884.37,346999.61,7351.33,7253,1833.95,0,161495.22,66463.73
Johnson & Johnson,Banking,2025,587650.65,267663.32,113705.19,129771.59,146596.03,87813.71,261477.94,296025.19,1161614.18,852247.86,309366.32,479947.51,31835.86,7253,650.74,0.76,96154.87,80300.24
ExxonMobil,Banking,2014,139996.0,34175.86,11671.8,13063.11,25407.81,11190.5,91366.52,54022.79,304075.77,190116.91,113958.86,105832.66,6090.04,7668,231.62,0,29719.75,3042.04
ExxonMobil,Banking,2015,146986.29,35882.33,9789.57,15764.73,16428.36,11769.47,73434.95,31480.83,304376.26,207539.88,96836.38,112981.42,6694.99,7668,245.22,0,11020.35,14090.86
ExxonMobil,Banking,2016,152770.96,37294.49,10991.8,12857.93,17637.28,27868.67,92643.07,66013.13,386088.18,270389.7,115698.48,103635.89,2833.38,7668,192.47,0,15469.32,12915.75
ExxonMobil,Banking,2017,156280.93,38151.34,9859.1,16453.73,25017.04,36031.16,109325.67,56204.22,332247.26,231238.84,101008.41,166955.72,2115.29,7668,398.79,0,19750.35,10936.57
ExxonMobil,Banking,2018,156990.93,38324.67,16066.87,13850.35,30289.78,16281.87,92269.25,70652.98,395212.74,272102.22,123110.52,175281.47,9597.12,7668,387.16,0,29328.58,12482.34
ExxonMobil,Banking,2019,155061.84,37853.74,12287.9,15785.84,17923.36,26703.06,72790.5,65165.93,349344.39,214907.56,134436.83,120022.74,5280.01,7668,366.33,1.19,20881.44,15138.28
ExxonMobil,Banking,2020,151316.25,36939.36,12583.37,15924.14,26601.73,25890.6,85613.06,55838.32,340888.12,212155.11,128733.01,149051.59,9001.59,7668,287.94,0,26343.72,19406.93
ExxonMobil,Banking,2021,147049.66,35897.8,12375.36,15797.25,27272.42,27178.4,91529.86,59800.98,357057.65,196845.24,160212.41,138032.76,2482.72,7668,688.03,0,30196.64,5962.91
ExxonMobil,Banking,2022,143720.21,35085.02,11494.9,13191.11,25796.43,29684.73,101014.66,66554.31,355484.07,248242.71,107241.36,151291.11,4579.56,7668,874.32,0,26289.24,11612.76
ExxonMobil,Banking,2023,142591.22,34809.41,13574.94,13755.37,27399.04,26796.43,150391.07,71539.51,359101.82,206071.26,153030.57,151776.72,3781.17,7668,389.15,0,25592.65,9560.14
ExxonMobil,Banking,2024,144413.98,35254.38,14427.68,15167.93,25587.39,39752.54,98808.67,30366.64,288674.03,166074.46,122599.57,100828.13,3104.6,7668,78.68,5.1,21977.73,15648.38
ExxonMobil,Banking,2025,149230.2,36430.12,12258.74,13336.26,27671.01,22310.06,58939.84,57309.05,300063.58,193649.12,106414.46,104774.96,5613.79,7668,208.89,0,28922.92,14087.29
Chevron,Energy,2014,250770.0,54081.07,20855.75,29401.8,40594.12,70596.56,184735.9,45459.68,511627.99,248068.34,263559.64,149245.5,7145.04,15380,9.56,5.42,30678.82,9094.22
Chevron,Energy,2015,297206.39,64095.54,21127.39,32945.26,31301.17,97063.08,214683.26,97948.81,647663.08,312273.08,335390.0,223819.1,15183.22,15380,10.13,0,29064.42,17632.3
Chevron,Energy,2016,348693.22,75199.19,29931.96,30012.62,62779.24,26566.04,180598.08,77111.86,655404.3,315705.57,339698.73,216976.03,13440.89,15380,8.92,0.68,42514.09,8527.65
Chevron,Energy,2017,402652.2,86835.99,37762.3,42857.17,78909.12,57727.26,151299.14,116019.12,760899.82,449163.58,311736.24,219265.06,14476.78,15380,16.42,0,56191.82,16709.36
Chevron,Energy,2018,456583.31,98466.77,37135.47,44845.73,63702.31,77863.76,350254.09,75223.56,872072.43,445438.79,426633.64,135632.94,2087.91,15380,16.57,0,75954.69,21115.76
Chevron,Energy,2019,509063.27,109784.6,47440.61,48080.22,66647.67,184788.8,496193.55,163073.19,1228003.7,736369.36,491634.35,500502.35,17468.43,15380,14.71,0,72305.95,10856.41
Chevron,Energy,2020,560755.82,120932.62,50555.41,46967.34,77289.91,46557.13,324582.48,127151.64,1074231.58,578270.77,495960.81,351294.8,23267.88,15380,22.25,0,55384.66,64181.76
Chevron,Energy,2021,615139.51,132661.01,67906.8,74332.79,91212.5,178236.33,464481.18,186238.66,1242939.03,649436.44,593502.6,312064.18,18926.84,15380,24.39,4.14,83508.62,56136.63
Chevron,Energy,2022,678654.64,146358.68,67910.45,57917.99,136935.07,192062.0,517532.12,158868.61,1278612.15,764937.82,513674.32,296590.82,15157.16,15380,19.62,0,163814.63,57140.19
Chevron,Energy,2023,760055.22,163913.54,76497.86,73288.46,151074.31,88667.16,476784.4,172609.33,1760208.27,890568.12,869640.14,644557.36,33947.11,15380,5.77,4.21,126387.8,84636.64
Chevron,Energy,2024,868926.35,187392.69,56120.77,74871.46,84889.59,272768.57,536107.84,363563.67,1894220.07,1038005.75,856214.32,708762.91,19006.16,15380,28.28,0,92667.51,89040.9
Chevron,Energy,2025,1013565.54,218585.58,83536.8,106538.5,128377.79,170173.15,763696.68,286033.68,1824769.52,865842.49,958927.03,478671.49,24205.68,15380,3.85,0,145304.88,115640.9
Intel,Luxury,2014,245717.0,90472.15,30382.41,42835.51,40849.91,101421.88,205093.43,50420.99,523047.77,210264.57,312783.2,74844.86,4153.08,6032,370.64,0,48710.44,34170.67
Intel,Luxury,2015,263508.91,97023.07,41941.57,35952.29,61559.39,53020.63,160025.98,39496.62,455043.4,163405.22,291638.18,50847.24,2978.85,6032,343.88,0,61461.55,34001.29
Intel,Luxury,2016,279742.34,103000.16,45082.84,52817.03,61689.58,26495.95,97606.58,43006.86,488628.16,188294.88,300333.27,81096.37,1626.32,6032,528.5,4.95,65865.68,28921.56
Intel,Luxury,2017,292295.62,107622.23,40241.95,49020.78,69304.34,89929.14,195010.34,43210.61,613466.3,251602.87,361863.43,149962.47,7484.27,6032,460.66,0.77,66386.44,23132.75
Intel,Luxury,2018,299909.21,110425.53,49160.7,48531.1,61628.73,19764.08,112312.59,38835.61,552660.88,203472.58,349188.31,133555.64,5247.73,6032,664.89,1.54,71158.29,14104.56
Intel,Luxury,2019,302565.26,111403.48,37682.57,55455.42,64160.39,68145.98,128108.18,67419.2,585046.4,198114.08,386932.33,145708.03,3661.94,6032,630.24,0,57388.08,37273.84
Intel,Luxury,2020,301577.28,111039.71,46123.59,52625.57,59474.56,116576.68,222134.93,59335.48,549665.58,189358.77,360306.81,141944.18,6031.2,6032,667.11,0,46413.45,21269.51
Intel,Luxury,2021,299347.74,110218.8,45033.67,44390.44,61371.46,73114.23,175207.33,28243.15,514929.71,179821.33,335108.37,97662.83,2046.07,6032,290.49,0,59921.09,27590.19
Intel,Luxury,2022,298833.11,110029.31,39083.46,50642.03,68348.58,21546.79,176296.67,41969.72,549322.54,193370.14,355952.4,104106.34,4477.38,6032,277.4,4.59,62459.3,38810.04
Intel,Luxury,2023,302832.57,111501.9,50198.68,49142.81,62578.42,67853.42,159026.03,45161.96,564634.51,202776.28,361858.23,143121.08,2320.26,6032,811.67,0,45161.58,14868.5
Intel,Luxury,2024,313269.37,115344.69,47036.94,59259.44,63738.69,90818.18,169551.16,51072.98,684722.05,252128.09,432593.96,123029.08,4401.86,6032,638.26,0,38483.76,33736.59
Intel,Luxury,2025,330646.81,121743.01,45024.61,59973.89,71598.92,70543.77,187912.9,61794.21,562734.21,187666.93,375067.28,114905.38,4695.62,6032,180.36,0,69964.82,8867.54
AMD,Banking,2014,19101.0,7639.75,4360.15,3405.96,5202.76,2099.73,8217.67,2116.0,20031.51,13888.24,6143.27,7551.59,85.82,8994,259.45,0,3694.45,1675.14
AMD,Banking,2015,22212.56,8884.27,5010.23,4523.48,6603.43,2814.89,7343.55,3648.39,23990.44,16589.51,7400.92,8398.52,491.81,8994,247.58,0,4686.75,2502.99
AMD,Banking,2016,25570.79,10227.45,4866.92,5079.54,6901.98,1711.69,4894.94,4522.93,26746.58,18016.35,8730.22,10285.87,405.71,8994,223.19,0,8161.95,2057.74
AMD,Banking,2017,28972.82,11588.14,6180.1,6242.16,9372.08,2152.98,6102.84,5647.0,27892.83,19360.44,8532.38,12795.7,217.83,8994,269.96,0,6477.88,3529.32
AMD,Banking,2018,32235.97,12893.29,6872.99,5737.07,10636.05,1302.4,7793.01,4680.26,31229.38,22400.19,8829.19,16427.23,932.33,8994,494.12,0,8004.28,1561.53
AMD,Banking,2019,35265.7,14105.08,6923.89,6857.56,8381.24,1505.23,5881.7,3880.59,31770.03,22536.44,9233.59,13105.29,583.82,8994,174.09,0,6494.6,1403.7
AMD,Banking,2020,38116.63,15245.36,7781.49,8766.65,10439.85,5788.66,10568.11,9608.4,40576.29,27039.44,13536.85,13387.75,825.0,8994,390.18,0,10831.9,4955.39
AMD,Banking,2021,41027.44,16409.58,7692.64,9830.14,9225.22,6459.94,11885.79,4232.25,39724.75,26561.44,13163.32,18188.45,836.88,8994,275.32,0,6927.37,1416.49
AMD,Banking,2022,44412.95,17763.67,9825.45,9001.92,11751.61,3114.27,7955.25,6490.04,43556.73,29357.96,14198.77,10304.57,333.57,8994,127.78,3.56,10262.7,5167.16
AMD,Banking,2023,48805.19,19520.42,9733.68,9585.57,12169.66,6343.79,11549.24,9914.31,45660.73,30022.05,15638.69,8470.72,141.85,8994,1035.39,0,12141.46,4278.42
AMD,Banking,2024,54747.45,21897.12,11013.54,12770.19,14559.91,3874.17,12832.18,10172.12,54404.47,35396.06,19008.41,17270.83,741.32,8994,180.63,0,10799.11,3754.12
AMD,Banking,2025,62660.34,25062.01,11454.76,14714.09,17281.87,2817.82,12432.62,12311.11,60409.54,36381.33,24028.21,11225.02,223.13,8994,970.12,0,13011.2,3758.18
Oracle,Luxury,2014,344502.0,152766.66,44828.57,59108.86,57180.79,63499.23,124927.49,87752.89,526620.18,323080.55,203539.63,126808.9,1578.53,16461,264.3,0,44333.24,30425.89
Oracle,Luxury,2015,366174.91,162377.33,42312.05,49142.59,85418.26,91990.12,173219.84,56098.6,531365.59,340840.59,190525.01,174597.69,6108.12,16461,248.5,0,84723.87,37055.99
Oracle,Luxury,2016,385290.41,170853.95,44211.28,66909.83,58743.81,98668.57,220356.27,94979.35,592649.2,451222.86,141426.35,150808.8,9072.42,16461,297.22,0,52312.6,3998.87
