ticker,date,open,high,low,close,volume
META,2022-01-01,536.94,551.28,520.96,523.05,155927116
META,2022-01-08,520.0,567.71,510.06,549.02,29168343
META,2022-01-15,541.52,565.25,532.52,558.9,144344925
META,2022-01-22,552.98,568.79,524.59,532.54,32904144
META,2022-02-01,524.06,558.69,505.61,541.73,66286222
META,2022-02-08,539.66,585.2,538.09,574.8,145685519
META,2022-02-15,569.28,626.54,556.98,610.13,46831629
META,2022-02-22,616.75,646.71,604.28,642.85,75029629
META,2022-03-01,631.04,650.42,628.22,631.22,117307441
META,2022-03-08,639.85,691.08,623.44,684.11,17983336
META,2022-03-15,695.24,709.76,641.5,656.09,92042709
META,2022-03-22,658.91,684.86,636.12,661.47,60702815
META,2022-04-01,661.94,724.19,654.82,699.46,28425004
META,2022-04-08,699.21,747.04,671.77,735.24,74682471
META,2022-04-15,733.21,770.32,714.9,745.49,7815987
META,2022-04-22,740.13,767.4,681.18,707.53,176636211
META,2022-05-01,706.28,749.35,705.36,742.74,50866769
META,2022-05-08,730.81,779.25,728.09,755.87,135872960
META,2022-05-15,767.29,814.16,749.65,813.13,20032803
META,2022-05-22,820.74,869.03,791.25,844.65,129851450
META,2022-06-01,851.48,874.41,806.52,827.3,131865629
META,2022-06-08,826.58,841.65,763.77,791.2,115601715
META,2022-06-15,784.52,812.62,776.24,779.42,104879640
META,2022-06-22,773.82,844.63,744.1,832.69,97010770
META,2022-07-01,836.42,852.68,799.93,817.78,8830528
META,2022-07-08,820.95,860.38,804.28,829.37,86611761
META,2022-07-15,845.3,877.98,831.54,862.68,144108067
META,2022-07-22,873.97,902.66,856.19,894.75,85265649
META,2022-08-01,887.8,920.77,811.27,836.7,12848765
META,2022-08-08,825.63,883.5,802.83,881.67,107107423
META,2022-08-15,889.27,958.62,864.05,944.69,107331844
META,2022-08-22,949.58,952.13,866.33,901.59,134352836
META,2022-09-01,908.2,926.78,863.06,875.72,53204123
META,2022-09-08,868.92,944.96,835.64,926.6,15531612
META,2022-09-15,914.45,944.53,873.57,874.82,80163269
META,2022-09-22,877.13,912.46,864.73,890.01,140624950
META,2022-10-01,889.47,909.51,849.72,859.49,161319316
META,2022-10-08,874.65,898.87,805.74,835.91,87158279
META,2022-10-15,821.89,848.98,809.77,838.29,61282446
META,2022-10-22,828.1,833.74,778.57,799.14,173031453
META,2022-11-01,801.26,857.65,792.48,853.05,43229349
META,2022-11-08,840.36,870.74,822.96,847.42,28110681
META,2022-11-15,850.86,862.34,830.96,842.67,146008015
META,2022-11-22,842.08,850.05,786.34,809.31,6791372
META,2022-12-01,807.24,833.42,781.04,787.98,72117017
META,2022-12-08,775.98,803.21,719.69,747.65,78254104
META,2022-12-15,758.61,769.97,757.26,768.86,132628337
META,2022-12-22,769.64,785.25,712.87,724.87,34385140
META,2023-01-01,725.11,729.44,702.16,708.81,58370817
META,2023-01-08,696.12,735.55,690.47,716.02,59175629
META,2023-01-15,710.92,727.11,674.39,691.28,48338592
META,2023-01-22,691.12,755.81,671.2,731.52,107933450
META,2023-02-01,721.5,763.18,710.86,746.66,20726144
META,2023-02-08,745.24,791.91,740.92,784.03,129407925
META,2023-02-15,793.24,801.05,767.81,782.16,103186231
META,2023-02-22,767.85,805.17,742.75,792.24,141821107
META,2023-03-01,784.0,857.25,766.83,832.92,43409256
META,2023-03-08,833.43,884.52,825.85,877.2,157087012
META,2023-03-15,871.45,875.99,809.65,828.18,56236721
META,2023-03-22,834.54,836.3,773.61,785.67,83338681
META,2023-04-01,780.06,798.93,743.69,760.72,130732467
META,2023-04-08,761.37,827.29,744.39,805.84,85677735
META,2023-04-15,807.01,868.73,784.69,860.86,52013220
META,2023-04-22,846.99,934.76,818.72,914.37,65992080
META,2023-05-01,896.75,955.22,864.15,927.18,23769743
META,2023-05-08,926.89,957.22,879.81,913.66,2208729
META,2023-05-15,903.03,931.99,898.61,916.41,101832180
META,2023-05-22,903.29,956.06,892.2,937.96,63042989
META,2023-06-01,955.68,1064.59,932.61,1029.08,35069788
META,2023-06-08,1020.62,1054.69,951.45,967.76,17563716
META,2023-06-15,965.01,972.47,911.75,932.66,99627958
META,2023-06-22,937.94,949.24,917.12,944.5,162827403
META,2023-07-01,941.01,1020.29,924.81,1015.0,43320082
META,2023-07-08,1021.22,1088.06,1019.82,1052.04,109608705
META,2023-07-15,1048.71,1141.88,1015.29,1117.86,37723999
META,2023-07-22,1115.32,1186.9,1105.1,1148.72,152211758
META,2023-08-01,1145.71,1208.15,1143.65,1198.63,18795937
META,2023-08-08,1219.6,1224.02,1172.65,1181.15,56599980
META,2023-08-15,1201.21,1254.93,1179.3,1250.2,179784579
META,2023-08-22,1249.48,1354.84,1231.71,1314.97,143647465
META,2023-09-01,1325.16,1327.0,1241.15,1278.1,133078800
META,2023-09-08,1287.7,1341.82,1281.63,1329.06,35560755
META,2023-09-15,1338.24,1383.86,1291.7,1307.27,137401108
META,2023-09-22,1290.36,1396.08,1261.53,1389.33,57759208
META,2023-10-01,1373.57,1438.91,1364.32,1414.37,127714573
META,2023-10-08,1424.7,1522.49,1390.59,1474.71,29859720
META,2023-10-15,1473.75,1517.35,1398.04,1441.16,38006332
META,2023-10-22,1466.22,1485.68,1435.24,1474.25,99443193
META,2023-11-01,1445.37,1470.39,1437.99,1467.45,20584838
META,2023-11-08,1454.74,1494.16,1408.09,1461.91,135959761
META,2023-11-15,1440.11,1497.43,1404.82,1436.3,113182768
META,2023-11-22,1431.14,1458.45,1394.72,1441.57,160602625
META,2023-12-01,1457.07,1467.8,1402.58,1423.87,140277167
META,2023-12-08,1405.82,1510.72,1353.45,1472.21,36770269
META,2023-12-15,1476.44,1596.42,1417.85,1592.23,108010652
META,2023-12-22,1567.11,1572.95,1536.43,1553.9,118887494
META,2024-01-01,1569.8,1700.31,1527.16,1688.12,56643032
META,2024-01-08,1683.43,1860.87,1663.2,1814.77,167394360
META,2024-01-15,1835.79,1883.75,1803.08,1860.76,90593828
META,2024-01-22,1824.13,1938.57,1820.94,1918.67,103273477
META,2024-02-01,1933.72,2010.0,1868.78,1954.47,86600329
META,2024-02-08,1950.42,2100.05,1921.89,2022.19,168100380
META,2024-02-15,1984.46,2092.86,1918.58,2087.77,97603357
META,2024-02-22,2087.86,2256.43,2031.59,2218.86,54739653
META,2024-03-01,2241.14,2426.66,2202.68,2366.87,63025534
META,2024-03-08,2332.05,2563.91,2276.23,2481.78,33452092
META,2024-03-15,2530.22,2660.58,2459.42,2593.8,101601824
META,2024-03-22,2642.43,2667.59,2543.64,2571.06,156649917
META,2024-04-01,2526.77,2676.68,2502.53,2648.75,10490937
META,2024-04-08,2660.08,2762.62,2611.27,2662.95,179502558
META,2024-04-15,2678.43,2801.19,2663.29,2791.69,136057032
META,2024-04-22,2832.98,3085.19,2726.66,2997.13,172491139
META,2024-05-01,2993.02,3074.84,2798.62,2847.16,103738958
META,2024-05-08,2902.06,3109.26,2868.94,2993.89,24065208
META,2024-05-15,3036.1,3079.47,2819.65,2877.22,44696380
META,2024-05-22,2931.45,3027.05,2846.32,2863.89,172334583
META,2024-06-01,2907.17,3108.46,2846.14,2997.45,79852682
META,2024-06-08,2992.92,3084.85,2780.26,2888.06,17518566
META,2024-06-15,2927.81,3031.31,2783.93,2830.9,82487562
META,2024-06-22,2821.68,2924.77,2734.95,2872.46,71273112
META,2024-07-01,2862.45,3135.19,2795.47,3022.29,62551167
META,2024-07-08,2971.93,3204.33,2865.05,3144.64,161001931
META,2024-07-15,3192.79,3494.24,3068.33,3422.35,4002213
META,2024-07-22,3375.19,3392.75,3131.73,3200.83,46429127
META,2024-08-01,3247.64,3360.64,3223.22,3306.46,87960265
META,2024-08-08,3271.51,3536.07,3159.7,3492.88,31216140
META,2024-08-15,3447.02,3711.47,3413.48,3702.95,36640501
META,2024-08-22,3632.57,3761.09,3322.26,3450.94,40435104
META,2024-09-01,3502.68,3836.22,3473.36,3743.21,969240
META,2024-09-08,3757.73,4021.79,3682.61,3922.33,47234615
META,2024-09-15,3882.28,4183.78,3848.76,4155.56,60048372
META,2024-09-22,4081.1,4358.65,4052.69,4216.18,55194872
META,2024-10-01,4249.11,4280.37,4068.73,4095.42,2745817
META,2024-10-08,4151.01,4176.28,3907.38,3925.67,81927608
META,2024-10-15,3910.77,4090.11,3865.85,4082.58,159424602
META,2024-10-22,4083.19,4259.68,4006.93,4229.44,117090309
META,2024-11-01,4252.47,4528.45,4150.05,4359.96,47446989
META,2024-11-08,4374.94,4504.84,4366.86,4396.4,72519228
META,2024-11-15,4316.71,4778.72,4281.0,4600.11,171263713
META,2024-11-22,4650.48,5118.44,4514.93,4965.12,167344902
META,2024-12-01,4975.26,5139.39,4649.19,4768.97,43776928
META,2024-12-08,4844.53,5188.66,4740.33,5140.65,131966155
META,2024-12-15,5084.23,5142.17,4965.71,4985.3,50541876
META,2024-12-22,4938.77,5061.79,4728.51,4908.37,144464867
META,2025-01-01,4867.63,4899.56,4803.53,4810.11,89559016
META,2025-01-08,4899.45,5313.32,4866.71,5261.56,71276848
META,2025-01-15,5316.46,5500.4,5116.96,5383.37,121091991
META,2025-01-22,5359.76,5701.81,5151.37,5494.93,82181928
META,2025-02-01,5437.31,5585.13,5207.0,5367.71,73638176
META,2025-02-08,5440.6,5474.83,5110.41,5204.11,19830561
META,2025-02-15,5274.03,5316.78,5253.51,5265.37,178033546
META,2025-02-22,5301.87,5573.31,5158.23,5553.12,58858334
META,2025-03-01,5484.78,5843.5,5423.29,5681.72,80800758
META,2025-03-08,5743.63,5805.77,5489.38,5666.9,75725783
META,2025-03-15,5778.38,5863.96,5454.4,5549.46,132508823
META,2025-03-22,5582.4,5699.13,5200.17,5405.13,173637909
META,2025-04-01,5378.89,5425.52,5348.25,5396.2,147677092
META,2025-04-08,5439.69,5756.4,5266.43,5699.91,164168104
META,2025-04-15,5749.49,5760.67,5453.31,5676.76,46452670
META,2025-04-22,5565.22,5909.77,5405.78,5867.6,117074823
META,2025-05-01,5881.46,6302.61,5779.57,6162.59,97082914
META,2025-05-08,6156.98,6392.75,5869.69,5875.98,84762431
META,2025-05-15,5925.7,6094.4,5773.53,5975.87,62898901
META,2025-05-22,5900.2,6192.53,5881.8,5975.26,10632259
META,2025-06-01,5858.58,5884.84,5666.56,5685.79,13645710
META,2025-06-08,5788.19,5978.77,5286.93,5481.86,30660796
META,2025-06-15,5574.15,5893.66,5360.05,5842.86,142725588
META,2025-06-22,5750.56,5824.49,5679.71,5792.82,125451924
META,2025-07-01,5872.21,6038.4,5800.96,5934.01,15327279
META,2025-07-08,6022.49,6564.6,5975.09,6334.64,76029185
META,2025-07-15,6358.61,6996.85,6129.87,6747.37,99364584
META,2025-07-22,6750.11,7232.11,6617.46,7211.01,156499722
META,2025-08-01,7257.99,7310.24,6651.63,6913.21,14262846
META,2025-08-08,6958.0,7221.6,6693.42,6890.77,61378173
META,2025-08-15,6944.94,7246.5,6690.15,6984.75,88913312
META,2025-08-22,7065.88,7184.61,6894.43,6950.6,40910905
META,2025-09-01,7068.32,7755.65,7045.24,7631.39,130783146
META,2025-09-08,7557.01,7643.23,7235.9,7295.48,6859335
META,2025-09-15,7156.27,7604.96,7067.64,7565.96,26789306
META,2025-09-22,7706.14,8421.5,7680.22,8273.23,118992194
META,2025-10-01,8351.8,8865.65,8328.8,8701.14,66072127
META,2025-10-08,8622.14,8949.82,7823.29,8118.11,165856174
META,2025-10-15,8068.87,8235.39,7572.28,7828.04,100086276
META,2025-10-22,7726.27,7800.46,7440.54,7551.14,76595156
META,2025-11-01,7436.66,7603.6,6837.96,7068.34,33520456
META,2025-11-08,7191.98,7596.65,7135.17,7515.76,146046639
META,2025-11-15,7399.22,7649.66,7311.21,7617.13,65193377
META,2025-11-22,7732.34,7893.1,7657.17,7882.36,156199146
META,2025-12-01,7950.49,8686.26,7909.77,8486.25,93296502
META,2025-12-08,8430.17,8878.16,8240.2,8701.65,130149206
META,2025-12-15,8632.8,8922.58,8399.19,8582.43,27967858
META,2025-12-22,8659.35,8731.22,8606.06,8653.55,53859671
NVDA,2021-01-01,383.6,388.36,366.17,368.24,23223458
NVDA,2021-01-08,375.2,386.59,364.55,377.02,154568658
NVDA,2021-01-15,372.93,381.92,354.31,367.24,71997321
NVDA,2021-01-22,370.7,391.53,365.71,386.1,170112566
NVDA,2021-02-01,388.97,390.68,383.51,386.65,6055609
NVDA,2021-02-08,390.72,402.55,356.32,367.81,37814717
NVDA,2021-02-15,372.79,374.58,371.79,372.83,80846896
NVDA,2021-02-22,372.41,386.81,356.07,365.55,132803084
NVDA,2021-03-01,370.5,394.2,362.0,379.46,42710458
NVDA,2021-03-08,379.43,389.07,375.62,384.32,166597701
NVDA,2021-03-15,385.13,406.43,370.27,396.67,92541636
NVDA,2021-03-22,401.02,428.7,388.15,422.99,137876975
NVDA,2021-04-01,424.18,431.2,399.27,402.2,45252902
NVDA,2021-04-08,405.81,420.17,400.74,401.6,66908889
NVDA,2021-04-15,406.17,425.88,393.94,421.83,58292530
NVDA,2021-04-22,425.68,427.33,397.99,404.0,35329926
NVDA,2021-05-01,407.61,413.33,379.27,386.96,91425453
NVDA,2021-05-08,383.36,395.25,350.61,364.43,163292230
NVDA,2021-05-15,370.7,401.23,368.46,391.22,158251760
NVDA,2021-05-22,395.51,439.06,393.5,423.9,98045592
NVDA,2021-06-01,422.67,430.55,419.18,424.05,138530739
NVDA,2021-06-08,428.07,442.32,425.69,441.83,71218882
NVDA,2021-06-15,448.86,485.37,440.99,482.95,145026090
NVDA,2021-06-22,473.65,479.62,446.42,452.82,43328605
NVDA,2021-07-01,455.35,465.49,433.81,450.63,32104384
NVDA,2021-07-08,456.91,484.78,442.46,470.76,89061489
NVDA,2021-07-15,471.33,477.8,443.74,445.79,170409550
NVDA,2021-07-22,446.47,467.42,431.4,466.63,4504191
NVDA,2021-08-01,459.46,465.22,455.57,457.7,86199514
NVDA,2021-08-08,457.07,477.22,452.19,459.26,124409018
NVDA,2021-08-15,463.91,465.98,429.27,442.87,83424821
NVDA,2021-08-22,450.1,480.9,441.65,463.38,12486141
NVDA,2021-09-01,461.87,469.28,430.3,438.11,2938597
NVDA,2021-09-08,432.01,444.63,423.62,432.34,141121577
NVDA,2021-09-15,436.86,455.32,424.29,444.75,90859080
NVDA,2021-09-22,453.03,454.57,442.46,453.03,91556407
NVDA,2021-10-01,455.74,503.38,445.19,489.2,29368772
NVDA,2021-10-08,494.16,499.78,477.86,487.36,84684884
NVDA,2021-10-15,489.46,508.23,473.61,505.71,28475097
NVDA,2021-10-22,513.62,527.76,488.62,507.02,69301594
NVDA,2021-11-01,501.37,503.16,487.22,490.85,4512844
NVDA,2021-11-08,497.51,536.99,491.04,536.32,94690655
NVDA,2021-11-15,529.25,576.64,517.85,554.99,43135210
NVDA,2021-11-22,543.97,562.13,518.46,526.77,144040540
NVDA,2021-12-01,527.03,586.55,511.5,565.87,62307473
NVDA,2021-12-08,561.1,570.54,517.83,532.67,111014628
NVDA,2021-12-15,533.56,558.24,527.51,538.56,18191929
NVDA,2021-12-22,547.75,568.39,534.49,565.35,18434257
NVDA,2022-01-01,555.2,563.21,551.52,559.43,30294892
NVDA,2022-01-08,570.04,583.2,549.34,575.71,111279936
NVDA,2022-01-15,568.72,593.95,551.41,593.03,57320759
NVDA,2022-01-22,581.68,615.94,578.52,600.72,83575726
NVDA,2022-02-01,603.33,620.41,566.63,578.65,157556676
NVDA,2022-02-08,569.43,594.8,568.13,590.93,158980931
NVDA,2022-02-15,579.43,607.61,574.63,584.64,70558522
NVDA,2022-02-22,593.88,631.8,588.71,614.34,2440734
NVDA,2022-03-01,609.9,645.73,585.87,633.0,48611445
NVDA,2022-03-08,635.44,671.63,630.74,659.36,50617882
NVDA,2022-03-15,669.79,696.39,610.15,634.52,89182187
NVDA,2022-03-22,621.88,667.27,615.7,661.58,101671113
NVDA,2022-04-01,665.29,707.35,653.81,692.08,28830842
NVDA,2022-04-08,679.77,681.18,644.32,665.59,100397983
NVDA,2022-04-15,662.84,719.39,661.67,702.84,7770467
NVDA,2022-04-22,705.89,742.96,686.63,735.12,86374363
NVDA,2022-05-01,732.63,781.12,719.06,754.43,22045022
NVDA,2022-05-08,744.83,749.37,718.4,724.57,73935051
NVDA,2022-05-15,717.91,784.93,697.75,759.84,127926640
NVDA,2022-05-22,749.87,754.51,691.21,714.34,93596930
NVDA,2022-06-01,723.48,741.23,678.0,688.25,26774123
NVDA,2022-06-08,698.52,719.83,657.72,685.03,173335303
NVDA,2022-06-15,673.5,717.18,668.96,702.02,110942042
NVDA,2022-06-22,715.04,748.46,709.49,736.38,65306319
NVDA,2022-07-01,740.37,798.64,727.55,775.36,99138835
NVDA,2022-07-08,765.83,780.84,715.26,729.47,179847005
NVDA,2022-07-15,725.24,753.87,724.2,742.77,138205989
NVDA,2022-07-22,743.29,747.15,721.15,728.02,71900873
NVDA,2022-08-01,730.78,737.65,692.26,718.63,76230429
NVDA,2022-08-08,731.25,799.33,711.91,783.22,47215845
NVDA,2022-08-15,794.15,809.64,723.06,751.76,109360571
NVDA,2022-08-22,766.61,789.46,750.86,774.53,166454808
NVDA,2022-09-01,759.05,826.59,739.29,802.3,39951081
NVDA,2022-09-08,806.22,818.13,773.21,803.61,163685221
NVDA,2022-09-15,814.06,820.27,747.49,771.02,81657638
NVDA,2022-09-22,767.02,794.62,712.03,736.31,10534042
NVDA,2022-10-01,731.51,746.12,705.91,730.84,39424557
NVDA,2022-10-08,726.58,746.66,698.03,739.93,77979758
NVDA,2022-10-15,744.38,775.91,721.23,752.45,20403499
NVDA,2022-10-22,750.56,752.96,699.56,726.16,151712388
NVDA,2022-11-01,719.15,741.87,682.7,705.67,35246044
NVDA,2022-11-08,696.53,704.36,647.79,666.45,144423761
NVDA,2022-11-15,655.77,676.41,618.71,633.09,79496670
NVDA,2022-11-22,640.32,655.53,625.74,630.54,114857693
NVDA,2022-12-01,639.62,657.71,607.49,615.24,128036578
NVDA,2022-12-08,627.01,684.74,622.57,671.47,126650383
NVDA,2022-12-15,679.89,748.52,661.31,721.52,158275477
NVDA,2022-12-22,717.58,746.75,710.55,744.37,70890438
NVDA,2023-01-01,736.1,760.87,700.79,719.55,164276118
NVDA,2023-01-08,729.49,745.51,702.02,733.53,173667228
NVDA,2023-01-15,729.43,802.08,715.06,771.82,899716
NVDA,2023-01-22,775.66,855.27,773.02,824.46,66118341
NVDA,2023-02-01,839.24,847.19,784.4,817.02,7107634
NVDA,2023-02-08,800.92,868.72,793.87,840.28,56980996
NVDA,2023-02-15,840.98,932.29,812.5,906.89,179754386
NVDA,2023-02-22,913.62,955.15,881.81,933.27,103469019
NVDA,2023-03-01,946.91,987.38,919.36,972.14,104948405
NVDA,2023-03-08,955.3,976.65,926.2,928.94,156874711
NVDA,2023-03-15,936.36,969.73,886.51,895.59,43539179
NVDA,2023-03-22,896.27,975.2,873.52,938.83,33777073
NVDA,2023-04-01,954.32,978.11,907.28,933.39,75033834
NVDA,2023-04-08,934.35,998.08,908.51,995.84,24160565
NVDA,2023-04-15,1005.17,1022.16,989.82,1008.85,5406616
NVDA,2023-04-22,1018.08,1041.62,988.84,1026.06,135583218
NVDA,2023-05-01,1028.06,1074.36,1007.38,1061.1,154199471
NVDA,2023-05-08,1070.19,1074.87,974.75,1013.97,51512518
NVDA,2023-05-15,1021.86,1056.44,1003.12,1040.67,145717313
NVDA,2023-05-22,1022.84,1063.99,986.17,1027.46,67596959
NVDA,2023-06-01,1009.55,1077.35,1006.37,1036.98,87857920
NVDA,2023-06-08,1028.42,1066.83,1011.75,1050.36,69897629
NVDA,2023-06-15,1049.27,1163.16,1020.84,1125.95,53850688
NVDA,2023-06-22,1129.59,1220.25,1116.71,1200.72,25299947
NVDA,2023-07-01,1188.59,1207.11,1147.92,1154.88,179564320
NVDA,2023-07-08,1171.44,1185.34,1155.64,1159.41,178077293
NVDA,2023-07-15,1170.82,1187.07,1103.08,1105.38,36496880
NVDA,2023-07-22,1095.89,1208.45,1084.49,1165.5,23431444
NVDA,2023-08-01,1161.7,1224.43,1155.36,1203.98,159850706
NVDA,2023-08-08,1217.14,1342.22,1203.85,1294.33,53707783
NVDA,2023-08-15,1314.19,1364.89,1293.86,1308.49,37938459
NVDA,2023-08-22,1325.66,1377.72,1299.13,1353.5,150409963
NVDA,2023-09-01,1337.92,1399.03,1330.19,1377.26,6719129
NVDA,2023-09-08,1396.98,1416.74,1323.33,1357.2,128196989
NVDA,2023-09-15,1336.56,1355.2,1274.3,1280.61,178926784
NVDA,2023-09-22,1285.14,1324.5,1218.24,1239.2,38524945
NVDA,2023-10-01,1249.28,1276.64,1174.27,1211.73,124579309
NVDA,2023-10-08,1206.79,1252.14,1135.36,1158.26,24318619
NVDA,2023-10-15,1141.06,1144.44,1080.54,1092.63,89819389
NVDA,2023-10-22,1100.83,1138.24,1066.71,1095.51,16573949
NVDA,2023-11-01,1080.37,1167.49,1054.23,1136.25,167617019
NVDA,2023-11-08,1126.88,1191.91,1113.53,1159.48,169471230
NVDA,2023-11-15,1178.63,1185.35,1093.48,1117.08,140466188
NVDA,2023-11-22,1102.53,1145.26,1063.08,1125.52,155152163
NVDA,2023-12-01,1137.03,1181.46,1087.62,1105.16,68117078
NVDA,2023-12-08,1112.0,1129.06,1012.14,1054.02,10900510
NVDA,2023-12-15,1039.89,1070.99,958.74,982.03,132241943
NVDA,2023-12-22,974.12,1009.07,911.27,919.07,101160788
NVDA,2024-01-01,905.0,919.63,860.26,877.58,140587413
NVDA,2024-01-08,876.72,906.35,845.48,884.45,148749421
NVDA,2024-01-15,871.15,934.65,863.92,912.4,157798060
NVDA,2024-01-22,905.4,985.58,895.85,958.51,76863999
NVDA,2024-02-01,957.27,970.69,924.48,965.77,115716260
NVDA,2024-02-08,970.62,1041.06,943.9,1031.27,33510499
NVDA,2024-02-15,1014.26,1063.86,974.04,1040.36,156084814
NVDA,2024-02-22,1027.92,1052.01,938.31,975.79,39575236
NVDA,2024-03-01,991.22,1049.78,988.04,1038.27,90580996
NVDA,2024-03-08,1036.52,1039.85,1010.09,1026.53,37162736
NVDA,2024-03-15,1042.18,1067.8,974.25,1004.59,169547126
NVDA,2024-03-22,1003.15,1060.0,976.56,1020.04,153687278
NVDA,2024-04-01,1018.3,1121.42,981.83,1098.35,140271544
NVDA,2024-04-08,1107.52,1147.08,1087.89,1122.87,123920034
NVDA,2024-04-15,1135.2,1225.24,1128.37,1214.63,136585944
NVDA,2024-04-22,1223.73,1264.95,1192.87,1233.05,21931772
NVDA,2024-05-01,1257.53,1311.67,1210.12,1302.7,91266927
NVDA,2024-05-08,1305.76,1435.47,1286.33,1404.59,26210148
NVDA,2024-05-15,1409.98,1444.7,1334.71,1362.96,26820125
NVDA,2024-05-22,1337.06,1450.83,1291.67,1439.31,155707035
NVDA,2024-06-01,1459.8,1583.37,1443.02,1531.97,18460066
NVDA,2024-06-08,1523.09,1570.6,1453.15,1475.98,109910546
NVDA,2024-06-15,1476.74,1525.39,1387.18,1430.71,48384607
NVDA,2024-06-22,1457.97,1500.25,1411.83,1473.36,31334769
NVDA,2024-07-01,1471.21,1487.91,1356.57,1391.29,21344275
NVDA,2024-07-08,1405.56,1407.73,1313.37,1343.99,110421066
NVDA,2024-07-15,1353.93,1357.27,1311.61,1355.43,153412556
NVDA,2024-07-22,1375.81,1453.34,1342.08,1399.31,29571754
NVDA,2024-08-01,1380.02,1443.18,1326.74,1435.51,26950804
NVDA,2024-08-08,1438.48,1456.54,1402.6,1405.77,24716733
NVDA,2024-08-15,1413.18,1416.2,1356.74,1395.46,54674484
NVDA,2024-08-22,1386.54,1439.3,1296.28,1341.56,15216827
NVDA,2024-09-01,1361.6,1365.05,1274.37,1291.47,5002684
NVDA,2024-09-08,1310.87,1385.74,1286.72,1346.05,22717114
NVDA,2024-09-15,1350.63,1397.47,1302.99,1374.11,16473652
NVDA,2024-09-22,1373.81,1384.64,1308.73,1312.77,68605664
NVDA,2024-10-01,1294.17,1388.48,1268.65,1349.41,82997586
NVDA,2024-10-08,1347.78,1368.65,1301.85,1336.86,166400815
NVDA,2024-10-15,1339.53,1437.57,1289.84,1414.31,16146954
NVDA,2024-10-22,1420.18,1509.64,1376.01,1475.89,82884527
NVDA,2024-11-01,1482.81,1505.89,1387.37,1418.46,59162368
NVDA,2024-11-08,1402.83,1407.03,1276.04,1326.87,119679026
NVDA,2024-11-15,1302.4,1312.83,1266.8,1294.31,84636231
NVDA,2024-11-22,1279.23,1324.03,1246.12,1261.16,118337558
NVDA,2024-12-01,1239.99,1351.42,1213.79,1300.6,167144382
NVDA,2024-12-08,1284.65,1383.22,1259.91,1377.84,116259817
NVDA,2024-12-15,1402.0,1457.6,1386.98,1405.79,21652771
NVDA,2024-12-22,1415.53,1456.26,1308.16,1342.12,95351017
NVDA,2025-01-01,1346.28,1444.06,1339.47,1422.94,8705510
NVDA,2025-01-08,1395.05,1423.6,1330.14,1332.65,146510171
NVDA,2025-01-15,1316.67,1332.82,1245.17,1252.0,6138261
NVDA,2025-01-22,1227.98,1325.44,1190.12,1285.47,89209521
NVDA,2025-02-01,1300.69,1365.69,1259.85,1340.48,116870192
NVDA,2025-02-08,1346.08,1375.33,1264.3,1281.04,65568984
NVDA,2025-02-15,1261.17,1355.0,1235.5,1345.14,94560514
NVDA,2025-02-22,1361.23,1423.44,1344.47,1386.53,80521555
NVDA,2025-03-01,1367.27,1415.57,1321.97,1385.82,137277196
NVDA,2025-03-08,1379.21,1430.98,1324.07,1360.54,57184431
NVDA,2025-03-15,1346.23,1351.9,1299.29,1337.99,67607168
NVDA,2025-03-22,1329.37,1437.24,1311.95,1435.69,178373989
NVDA,2025-04-01,1459.54,1542.49,1408.77,1520.6,85736911
NVDA,2025-04-08,1500.93,1637.44,1469.33,1575.24,120260110
NVDA,2025-04-15,1594.1,1713.23,1559.2,1708.09,105692356
NVDA,2025-04-22,1688.04,1811.28,1624.05,1751.24,38664190
NVDA,2025-05-01,1751.49,1888.57,1712.21,1841.66,12126862
NVDA,2025-05-08,1827.31,1940.79,1759.1,1920.94,46675421
NVDA,2025-05-15,1896.19,2055.98,1861.87,2046.24,107740250
NVDA,2025-05-22,2024.29,2220.92,1973.28,2165.72,173107413
NVDA,2025-06-01,2127.48,2231.49,2082.01,2163.22,20488977
NVDA,2025-06-08,2126.55,2302.87,2121.59,2225.38,44681545
NVDA,2025-06-15,2257.61,2390.71,2249.81,2321.03,39368640
NVDA,2025-06-22,2344.82,2526.42,2252.62,2489.44,83157897
NVDA,2025-07-01,2488.56,2631.31,2435.25,2613.13,84100924
NVDA,2025-07-08,2653.67,2741.49,2557.86,2685.76,61512555
NVDA,2025-07-15,2675.97,2904.29,2671.67,2800.83,34982791
NVDA,2025-07-22,2854.47,2919.95,2723.91,2749.92,177886188
NVDA,2025-08-01,2746.3,3013.9,2660.04,2935.45,58285748
NVDA,2025-08-08,2908.13,3019.97,2893.19,2924.97,21586659
NVDA,2025-08-15,2921.5,2989.1,2830.87,2875.75,33375300
NVDA,2025-08-22,2848.82,2940.4,2663.32,2702.18,144466660
NVDA,2025-09-01,2665.86,2742.77,2660.65,2727.34,80544302
NVDA,2025-09-08,2752.32,2964.99,2677.59,2907.0,29786515
NVDA,2025-09-15,2882.12,3086.84,2856.81,2992.81,4015983
NVDA,2025-09-22,2942.43,3038.88,2818.57,2908.94,111982685
NVDA,2025-10-01,2862.51,3139.33,2764.07,3064.18,178044537
NVDA,2025-10-08,3101.41,3202.43,2988.9,3076.33,97770107
NVDA,2025-10-15,3053.68,3146.43,2870.27,2942.28,34205687
NVDA,2025-10-22,2920.6,2986.92,2824.32,2983.58,39961594
NVDA,2025-11-01,2935.75,2998.16,2799.89,2874.82,23968381
